relative_path,category,size_bytes,sha256,modified_utc
Primee/Models/kötü/metric/validation_metrics_full.jpg,documentation_or_visual_evidence,25240,492e46cb0967b03538e23ae45321407362379b0aba2b34e42728b005ea6bbd49,2025-08-10T23:31:16.428873+00:00
Primee/Models/kötü/metric/validation_metrics_full.png,documentation_or_visual_evidence,22225,06d61116d1fdbf65fe21bc71e39103426697c8b65f4926e2819ce36d52471d24,2025-08-10T23:31:19.741735+00:00
Primee/Models/kötü/optimizer.pt,training_resume_state,37990795,b9d0750a3b87c7545e6097a1fafc7ee125ccdcd8b81f9dd53bd1c3d13e9f368e,2025-08-10T19:00:03.314285+00:00
Primee/Models/kötü/README.md,documentation_or_visual_evidence,5164,33fda34dd7363a345997b8f7e9d885beeb530f1d0a0ecb744d423b06531fa94b,2025-08-10T18:59:55.131373+00:00
Primee/Models/kötü/rng_state.pth,training_resume_state,14645,7397062815e05027c6b589f18689beb54d8e0395895ab9bd9a8ef599a17f16d7,2025-08-10T18:59:59.564389+00:00
Primee/Models/kötü/scheduler.pt,training_resume_state,1465,fed8861e6b7bc4a8743e32b4890e19224bd2076e214e1aff03a1ee96f5153efa,2025-08-10T19:00:03.929077+00:00
Primee/Models/kötü/special_tokens_map.json,dataset_or_tokenizer,848,0380b604bee6e177f97971520f92015379fab90eb955f28a0ae491350c5a6823,2025-08-10T18:59:15.192633+00:00
Primee/Models/kötü/trainer_state.json,configuration_or_metric,6173,53edcd7ba271e1f7dc12abf0b06435568a9e6828cb421ce9b9a5f0b7f515ec73,2025-08-10T19:00:08.021212+00:00
Primee/Models/kötü/training_args.bin,training_resume_state,5905,7c6af23742047ac5576334a66e59d92344fd46700653c9a2cceb58235c1d9d59,2025-08-10T19:00:12.713984+00:00
Primee/Models/My Class/First Try/adapter_config.json,configuration_or_metric,900,5290ef09d86c310bae6a95d2fa21a90def11197640c00b0dcdebba83f2d391d4,2025-08-13T22:48:39.318212+00:00
Primee/Models/My Class/First Try/adapter_model.safetensors,model_artifact,73262464,bb5105fb3fc1269e41a1538f24550926d542b988bddcc034dd4760026890e5cf,2025-08-13T22:49:37.769099+00:00
Primee/Models/My Class/First Try/merged/config.json,configuration_or_metric,773,6281af4dad7e7a50b4a0ea8ac073ce3e87b096daf31ecea8d57dfb3452591762,2025-08-13T22:49:41.704070+00:00
Primee/Models/My Class/First Try/merged/generation_config.json,dataset_or_tokenizer,142,8ae61f3fc253fe7efead6ac2596d65f1d347b7e20d4d15cb2cddcdcc68885716,2025-08-13T22:49:45.755436+00:00
Primee/Models/My Class/First Try/merged/model.safetensors,model_artifact,3132668808,2a1b45578c698229d576d10254de75cf14598fbf6022a8c382d86ac7ebe80b26,2025-08-13T23:08:44.651274+00:00
Primee/Models/My Class/First Try/README.md,documentation_or_visual_evidence,5164,33fda34dd7363a345997b8f7e9d885beeb530f1d0a0ecb744d423b06531fa94b,2025-08-13T22:49:26.089165+00:00
Primee/Models/My Class/My Class-GPU.ipynb,training_or_test_code,36267,8d906905974e2f8aed541c7a830134299332f63f84bdab5e4ef5bc2424b1d427,2025-09-07T16:54:21.349401+00:00
Primee/Models/My Class/Second Try/flan_t5_onnx_chat_rag_pipeline.ipynb,training_or_test_code,20637,87cd93e67e98c9d9c6e1ec305cd805b87346e4de285281f8cd225d62769736a5,2025-09-15T11:00:06.473736+00:00
Primee/Models/My Class/Second Try/Geliştirme Dosyaları/BEST_ever_Chat_Rag.jsonl,dataset_or_tokenizer,115839790,47c3e4105ba2aabb925b5c9c9dcc7977275599b55a8d7038e0ba998b72f971a0,2025-08-13T18:02:15.379401+00:00
Primee/Models/My Class/Second Try/Geliştirme Dosyaları/metrics_llm_eval.ipynb,training_or_test_code,29718,5697a603dd2498cfdbf7c7d8b71cf7938f883d2d5c82c5529991ffaa9d1b0568,2025-09-08T15:12:01.572287+00:00
Primee/Models/My Class/Second Try/Geliştirme Dosyaları/train_code.ipynb,training_or_test_code,82461,7cc6cab3fb1638f3ca89d6f0b90d21de04b7b7c5cf0b4dda755b2f85f660a0b5,2025-09-08T17:04:22.608407+00:00
Primee/Models/My Class/Second Try/Geliştirme Dosyaları/val.jsonl,dataset_or_tokenizer,5797459,5d023c5001cef1cba4a090793f5a27f6805662deb91eeb45cb6937acd5d8d093,2025-09-08T15:11:46.969881+00:00
Primee/Models/My Class/Second Try/kullanım örneği with Lora/chat_model.py,training_or_test_code,135,7676630a1694701dac0248cdec5bc218c60acb40ff953a085f2beaf30ad7cca5,2025-09-08T18:13:57.185917+00:00
Primee/Models/My Class/Second Try/kullanım örneği with Lora/inference.py,training_or_test_code,7494,8a12b7917f893d87149025d4aaa411cc08939096521b8fc60b30721ad84bde88,2025-09-08T19:44:57.097386+00:00
Primee/Models/My Class/Second Try/kullanım örneği with Lora/rag_model.py,training_or_test_code,194,da4f5d664496f7f7c00fc8eccb241e412156be6224d7993146936d736e1cca73,2025-09-08T18:13:55.342094+00:00
Primee/Models/My Class/Second Try/LORA/adapter_config.json,configuration_or_metric,900,ac118983eae96c582a69713e2d9ed375fefea96ddfad7d35f01e57d9fbb980a0,2025-09-08T14:48:48.330021+00:00
Primee/Models/My Class/Second Try/LORA/adapter_model.safetensors,model_artifact,73262464,710455b4e686d5669436b2b4d35e6432befc3aded5f4e52e7ee76321e7d9eed8,2025-09-08T14:49:38.650776+00:00
Primee/Models/My Class/Second Try/LORA/README.md,documentation_or_visual_evidence,5164,33fda34dd7363a345997b8f7e9d885beeb530f1d0a0ecb744d423b06531fa94b,2025-09-08T14:49:20.001576+00:00
Primee/Models/My Class/Second Try/onnx/config.json,configuration_or_metric,773,e1a8c41055cbacfb693b322043e2b1fbaa8c2ed9973c2efddaaa58a7a0e1eea1,2025-09-15T11:16:21.442293+00:00
Primee/Models/My Class/Second Try/onnx/decoder_model_int8.onnx,model_artifact,476375908,7061ec9d9c1a3c8858ff6356b5242c9a87c9dccef2ad5fc3de78549470ca7f57,2025-09-15T11:07:05.247702+00:00
Primee/Models/My Class/Second Try/onnx/decoder_with_past_model_int8.onnx,model_artifact,425900060,9bccd47d1c1ee316c84028d47fc9ef43691aa24e588e5efefb06100b64c2ea10,2025-09-15T11:08:03.891415+00:00
Primee/Models/My Class/Second Try/onnx/encoder_model_int8.onnx,model_artifact,342096814,0e47fe52bae8746f9c1c0f6eeed31a1a6837823d7e205175a03607cd9e2d9f35,2025-09-15T11:09:17.039737+00:00
Primee/Models/My Class/Second Try/onnx/generation_config.json,dataset_or_tokenizer,142,d5f22f28f1346c5bab3a565dbe0bcf7dc902873bd1fbca488d9d0a8521b518dc,2025-09-15T11:16:53.036429+00:00
Primee/Models/My Class/Second Try/onnx/special_tokens_map.json,dataset_or_tokenizer,2543,7a1985a994c41886db38c719d2a3d2f40606663cc19d7c5d6a85d349320e06d2,2025-09-08T14:56:04.577796+00:00
Primee/Models/My Class/Second Try/onnx/tokenizer.json,dataset_or_tokenizer,2422234,4d4b21a8cc7c0407dafd8ac6215269cd05c8e49a521c3580479b567879526160,2025-09-08T14:55:45.938979+00:00
Primee/Models/My Class/Second Try/onnx/tokenizer_config.json,dataset_or_tokenizer,20830,26c1243c486c113e7017520b95ef2e82a7fc64d2b79f857759b4d51de0fb8b70,2025-09-08T14:55:53.842382+00:00
Primee/Models/My Class/Second Try/Sonuçlar/metrics.txt,documentation_or_visual_evidence,1569,2b12499f49c71d4998d522752802dfb5c907fa8df75627845dbb444eb5cffec9,2025-09-09T06:48:23.460818+00:00
Primee/Models/My Class/Second Try/special_tokens_map.json,dataset_or_tokenizer,2543,7a1985a994c41886db38c719d2a3d2f40606663cc19d7c5d6a85d349320e06d2,2025-09-08T14:56:04.577796+00:00
Primee/Models/My Class/Second Try/tokenizer.json,dataset_or_tokenizer,2422234,4d4b21a8cc7c0407dafd8ac6215269cd05c8e49a521c3580479b567879526160,2025-09-08T14:55:45.938979+00:00
Primee/Models/My Class/Second Try/tokenizer_config.json,dataset_or_tokenizer,20830,26c1243c486c113e7017520b95ef2e82a7fc64d2b79f857759b4d51de0fb8b70,2025-09-08T14:55:53.842382+00:00
Primee/Models/My Class/TPU_xla.ipynb,training_or_test_code,149478,7979e08c5359554e99a15397a12a1762e2b3e8ea27c938821521f084353bfa86,2025-09-05T09:07:51.363705+00:00
Primee/passenger bot dataset/accelerate_custom_loop.ipynb,training_or_test_code,119,9309e50d839e2ef0462015687d5d4b549e0d574d60fc36b5f7df1d7ebdaf36c1,2025-08-06T23:35:44.096063+00:00
Primee/passenger bot dataset/data counter.txt,documentation_or_visual_evidence,1756,523320fd3370f35a72b95da0e6562a10f5528c074ee58c1d8af6b33216eb80ce,2025-07-23T15:13:43.122038+00:00
Primee/passenger bot dataset/Flan_T5_large_instruction.ipynb,training_or_test_code,12652,24ea7440382e79c65946e44da77d152f6fb07af8b63c6c340ee67a30efcfc7d8,2025-08-05T19:04:53.352378+00:00
Primee/passenger bot dataset/Flan_T5_son - Kopya.ipynb,training_or_test_code,40332,58714361934fa128426e73b1247bc2a695d05f11e776cb0965bf36b9d7aafc3a,2025-08-06T00:21:35.018786+00:00
Primee/passenger bot dataset/Flan_T5_son.ipynb,training_or_test_code,11252,58f6be339f1f0f061a22a3a9953f8e91f4d92b8685887278e386cc6d8befd712,2025-08-07T10:03:23.917591+00:00
Primee/passenger bot dataset/Hızlı Eğitim.ipynb,training_or_test_code,34214,38e536390255407938e8516373bf82859f833b84941e63462dcef66c916dd5e2,2025-08-10T19:04:20.621602+00:00
Primee/passenger bot dataset/karıstır etiketleri/close_camera_commands.json,dataset_or_tokenizer,2096795,a4ef4362066a0c54186efcfebc3f835456a231c09c5ed43d120134dcce4b074b,2025-07-23T14:51:56.155553+00:00
Primee/passenger bot dataset/karıstır etiketleri/detect_commands.json,dataset_or_tokenizer,2068132,976fe02b88ab65c8d89a6646e20dc9448938e3d8b47c20b63927ef7b33be2c2a,2025-07-23T14:52:50.382033+00:00
Primee/passenger bot dataset/karıstır etiketleri/karisik_etiketler.json,dataset_or_tokenizer,8562558,48eb273f9443ed73d5fa0d94d0cd9d2a903f78c1538590d9decd6570651ad5a3,2025-07-23T21:23:04.330342+00:00
Primee/passenger bot dataset/karıstır etiketleri/karısık2.json,dataset_or_tokenizer,316177,5c0a4fd6a9c842b46233329dd5ba89a5c25be2acbeeed06e8569043c93c81f70,2025-07-23T15:07:57.328281+00:00
Primee/passenger bot dataset/karıstır etiketleri/karışık_command.json,dataset_or_tokenizer,42559,20023258b64c4976d5b3fa7952a25cc7d64e4fc982256f0e91be3c93c72f74a0,2025-07-22T17:25:01.966281+00:00
Primee/passenger bot dataset/karıstır etiketleri/Open_camera_commands.json,dataset_or_tokenizer,2080268,75a55008261d0720f1c96e848f5c80bb3bc56a5432d86593b5a36d323032c75a,2025-07-22T17:09:54.511615+00:00
Primee/passenger bot dataset/karıstır etiketleri/shuffle.py,training_or_test_code,994,ab79e82b9b73c656013a4b1dd173e14530d9c561a310d361650f8cf4e566c877,2025-07-23T21:22:41.053401+00:00
Primee/passenger bot dataset/karıstır etiketleri/take_photo_commands.json,dataset_or_tokenizer,1958642,308960383ae0ee35ad485c0622db2e91249a2c194a4bc973133ed1cac2b73421,2025-07-23T14:55:03.297862+00:00
Primee/passenger bot dataset/karıştır/chat_command_data.json,dataset_or_tokenizer,2830290,7475e6bcd7f721279ae3485f08de35639d7488f9c84c155d5f4107b7b581c8c1,2025-08-01T11:10:54.437413+00:00
Primee/passenger bot dataset/karıştır/chat_dataset.json,dataset_or_tokenizer,16721949,38b5fd7c0fc636d82a847431c2953b9d0c4b4ec6397623113da3774b9303022b,2025-07-23T21:01:17.380518+00:00
Primee/passenger bot dataset/karıştır/karisik_etiketler.json,dataset_or_tokenizer,8562558,48eb273f9443ed73d5fa0d94d0cd9d2a903f78c1538590d9decd6570651ad5a3,2025-07-23T21:23:04.330342+00:00
Primee/passenger bot dataset/karıştır/PASSENGER_BOT_DATA - Kopya.json,dataset_or_tokenizer,111484847,ef04bfa2085a6ec882b2d54ee161bdf457d0ba25b5ce5d6d9013ff5fde008ddb,2025-08-01T14:06:38.024461+00:00
Primee/passenger bot dataset/karıştır/rag degisken ekle.py,training_or_test_code,655,30f001f1eb9ac38299fd0d049b22bd434b77757c0768dca27af1c54f666f9c3a,2025-08-01T10:43:54.470397+00:00
Primee/passenger bot dataset/karıştır/rag_formatıma_dönüs.py,training_or_test_code,1663,9367b6d991a4567addda31d152e1892490d8f070e2bcd0c73eb97c20109d1827,2025-08-01T14:05:17.269894+00:00
Primee/passenger bot dataset/karıştır/rag_veri_.json,dataset_or_tokenizer,83370059,f51c5c2a3ffca4e8333f0bb7c24ee92a847d7a8762527dfc4f1f84b8e4a032d8,2025-08-01T14:05:22.730828+00:00
Primee/passenger bot dataset/karıştır/shuffle.py,training_or_test_code,919,3897813e96f067a513abb2af8b9d330fa107d9488d0bbe6b1a710238e7add65b,2025-08-01T14:06:09.239818+00:00
Primee/passenger bot dataset/karıştır/task ekle.py,training_or_test_code,627,010360aac067e05be8aa8e26dc950431742ed4fbf12e5e75b2725c920c7bf9c3,2025-08-01T11:02:08.609909+00:00
Primee/passenger bot dataset/qa.py,training_or_test_code,4286,df95e890778b67a267fff6aea165676dbe9e4acadb4e18e9697971bb7d8e1b30,2025-07-21T21:20:45.010362+00:00
Primee/passenger bot dataset/rag required/rag_ham_veri.json,dataset_or_tokenizer,81735056,499cece0c2afb88452444e955459993ab008401c57d503d6b01fe7b9f502389c,2025-07-23T10:58:14.067349+00:00
Primee/passenger bot dataset/rag required/required.py,training_or_test_code,690,d21724b7b4ce30e7fca225b7cfc8bd4f0086d3d2bdccf1cf8cee7d12f1185bc6,2025-07-23T21:01:13.252943+00:00
Primee/passenger bot dataset/rag required/turn.json,dataset_or_tokenizer,14896701,27621b12a81d13b7d5b37676ee60489a0ecffeb14f9db990d05133591b0b4496,2025-07-23T11:32:49.580530+00:00
Primee/passenger bot dataset/rag required/updated_rag_dataset.json,dataset_or_tokenizer,83837432,aafdea8e2e1253c251bbf2db1b7e27379517e367fe834b315b0b8d60c94b3746,2025-07-23T20:59:22.019283+00:00
Primee/passenger bot dataset/rag required/updated_turn_dataset.json,dataset_or_tokenizer,16721949,38b5fd7c0fc636d82a847431c2953b9d0c4b4ec6397623113da3774b9303022b,2025-07-23T21:01:17.380518+00:00
Primee/passenger bot dataset/ready.ipynb,training_or_test_code,21929,048dba4b9aa0f0497ae7c22545ff17be5808f53ca7c3501531b9936b24afc53c,2025-08-08T13:44:39.337007+00:00
Primee/passenger bot dataset/tam eğitim full metrics.ipynb,training_or_test_code,95278,98192e373978952dfa5e715bb29a14e88569a754d4e11de6d3722f58475edd38,2025-08-10T16:04:15.053787+00:00
Primee/passenger bot dataset/Train/Flan_T5_early_Base.ipynb,training_or_test_code,33634,601ee5aa6c6ccc6e8c8a073fb3d3f03a2080aedf73f039a08ee43a438345f859,2025-08-02T22:53:07.348237+00:00
Primee/passenger bot dataset/Train/Flan_T5_multitask_fully_updated.ipynb,training_or_test_code,18103,8e240ca7b42bb8cb063a579ca93779ffcacc739a993f8b5b2a5beea26bab596c,2025-08-03T11:35:18.241321+00:00
Primee/passenger bot dataset/Train/son hali/mixed_chat.jsonl,dataset_or_tokenizer,39592585,212168aedbcf1f703581bbbc00420ab8f6b6021ba4d70eb6ebb1957641edcbd2,2025-08-05T18:09:41.129272+00:00
Primee/passenger bot dataset/Train/son hali/shuffle.py,training_or_test_code,2120,3696a941f6f1b4f7b7a89b99f80f55d5536f8d790d4cdee01c18b723ea3758a4,2025-08-05T18:10:36.590056+00:00
Primee/passenger bot dataset/Train/son hali/trainer_apı_hugging_face.ipynb,training_or_test_code,9842,b91f42ca03ea6463eb78df8aea16568f54804ba8de70efd4af35d5431cb28c6c,2025-08-08T13:30:56.946985+00:00
Primee/passenger bot dataset/Train/t5_base.ipynb,training_or_test_code,16514,c6aa6244ecb430c4e6cf23391d0ab07809423582c2fe381ff1edeff2d6e3cbe7,2025-08-02T21:44:18.619053+00:00
Primee/passenger bot dataset/Train/örnek kısım.json,dataset_or_tokenizer,40093,c9f7b9b58ac9d9d9dd1d864a43b6add4e4fa5a9ca14e519ebee5589637593807,2025-08-03T08:48:06.477348+00:00
Primee/passenger bot dataset/trainer_apı_hugging_face (1).ipynb,training_or_test_code,11804,ad035186d48071b9930a98b481f4f2c4547ad7e57c2212f6d39be557eba60007,2025-08-07T15:41:50.727512+00:00
Primee/PathFinder-Ship/ANLATIM/videolar.txt,documentation_or_visual_evidence,1072,c6dc79c97c724a0529e29600632d510779423791c84f37285f8c8d4381a4ba86,2025-08-01T21:17:44.635919+00:00
Primee/PathFinder-Ship/hyperparametres.txt,documentation_or_visual_evidence,34,3d323fc7dc6bc9fe4bce184b225c573c051e8247eaa151b9bd8883cb0374ef82,2025-08-13T22:23:38.864681+00:00
Primee/PathFinder-Ship/inference_instruction.txt,documentation_or_visual_evidence,4867,e409e12fa9733550cd4b7a3f652aae8db3fd0b07fc16416a425b68ceedafc13e,2025-08-08T18:26:48.259114+00:00
Primee/PathFinder-Ship/Logo/ArkaPlan.jpg,documentation_or_visual_evidence,1091001,43a7151c029f7f962d0be558c43604e5018e1779c847dcad24baaf461c0b3268,2025-02-07T20:45:06.517251+00:00
Primee/PathFinder-Ship/Logo/Pass-Wallpaper.jpg,documentation_or_visual_evidence,51998,0176712b86173d7bc2f51b07093183ccf417bfc02edaf59cb961035091ed8e17,2025-05-01T15:45:07.161501+00:00
Primee/PathFinder-Ship/Logo/Passenger-Bot.png,documentation_or_visual_evidence,52323,5fc0c9228ccc2c6df4c8d67f8527853b8f89d7b651b8f0f68d3e7cfe1a2c7a0a,2025-02-07T20:13:54.115675+00:00
Primee/PathFinder-Ship/Logo/Path-wallapper2.jpg,documentation_or_visual_evidence,212985,db554ff513cb76e0531d655bb8a87d9afdc0901bb140a7c1c24b6da3d574d65d,2025-02-07T20:23:29.632530+00:00
Primee/PathFinder-Ship/Logo/Pathfinder-Ship.png,documentation_or_visual_evidence,146221,ddd8e772e2830e5790cd8f17170d245731da92addb0405576ca670defae219bc,2025-02-07T20:12:55.417090+00:00
Primee/PathFinder-Ship/Logo/Proje kapak.jpg,documentation_or_visual_evidence,1070220,3f07a48e03bd24312349db22c2be65d2f91185363dc51ce3d4124a322ec933d5,2025-02-07T20:35:13.767688+00:00
Primee/PathFinder-Ship/Logo/Word Kapak.jpg,documentation_or_visual_evidence,929046,3a0b62963b7cd9efb577cd5404bdd361a2fb37032e33a37bb5fb77ddd0e54425,2025-02-07T21:05:37.316500+00:00
Primee/PathFinder-Ship/Logo/Yazısız ArkaPlan.jpg,documentation_or_visual_evidence,1269902,347a54f16b6c7d3ac789c201b0f93d7a3cac5565375d48cff53b22d808eaf07d,2025-02-07T20:47:03.218031+00:00
Primee/PathFinder-Ship/Logo/Yedek.jpg,documentation_or_visual_evidence,290618,6f30d70da08955aa304d6a837bfbcb4b3df5fb2171d5edf444cbb73e3d4a637d,2025-02-07T20:21:02.707073+00:00
Primee/PathFinder-Ship/Passenger-Bot/labelli/api.py,training_or_test_code,6192,2bdc5a8a334c7d48fb7299fc49c4a5a18556758aeb2f52a702cf87eb9a5bf11e,2025-05-31T15:51:50.160968+00:00
Primee/PathFinder-Ship/Passenger-Bot/labelli/DEVAM ET.txt,documentation_or_visual_evidence,870,1b72aa38fa820d431747220c047d6de9ff5d9fd6d97322bdbc67f7799a829dbf,2025-05-31T17:04:03.507038+00:00
Primee/PathFinder-Ship/Passenger-Bot/labelli/Flan_T5_early_Base.ipynb,training_or_test_code,24639,45e23a1a3cfe74fea2c534c1742c3cde94502c49894326263746d778f1747803,2025-07-24T07:48:36.320155+00:00
Primee/PathFinder-Ship/Passenger-Bot/labelli/model_test.py,training_or_test_code,6111,cb96b307e8502d3f90f25d9601f770bbcdfc8b4c7dfe7cc70c98b1d73572554c,2025-05-30T13:45:28.418969+00:00
Primee/PathFinder-Ship/Passenger-Bot/labelli/Passenger-Bot/config.json,configuration_or_metric,1515,1016ce796f281c28ad2199ea00e874ed377f2b7e95150373866ffc0bacd7a0f2,2025-05-30T13:13:32.338967+00:00
Primee/PathFinder-Ship/Passenger-Bot/labelli/Passenger-Bot/generation_config.json,dataset_or_tokenizer,142,583dc31745e69566cac194201257704f53f9565d93fe3a62d3924c2cfc50432b,2025-05-30T13:13:35.793874+00:00
Primee/PathFinder-Ship/Passenger-Bot/labelli/Passenger-Bot/model.safetensors,model_artifact,990345064,72b1de22562074b25bf5d0f0019da5f9962fb0f8ef9d5ee07fc69f78744a5d07,2025-05-30T13:15:06.101593+00:00
Primee/PathFinder-Ship/Passenger-Bot/labelli/Passenger-Bot/special_tokens_map.json,dataset_or_tokenizer,2543,7a1985a994c41886db38c719d2a3d2f40606663cc19d7c5d6a85d349320e06d2,2025-05-30T13:13:40.306854+00:00
Primee/PathFinder-Ship/Passenger-Bot/labelli/Passenger-Bot/tokenizer.json,dataset_or_tokenizer,2422497,aac5188c0b6d0d4374883794f5779519cca08d0b8253a8213ab98cc165ca1469,2025-05-30T13:14:18.243372+00:00
Primee/PathFinder-Ship/Passenger-Bot/labelli/Passenger-Bot/tokenizer_config.json,dataset_or_tokenizer,20830,26c1243c486c113e7017520b95ef2e82a7fc64d2b79f857759b4d51de0fb8b70,2025-05-30T13:14:06.410017+00:00
Primee/PathFinder-Ship/Passenger-Bot/labelli/PASSENGER_BOT_DATA.json,dataset_or_tokenizer,111721124,7a2487c79f5420b3485bb4d6940ce8ed1d7c322293c96526023b64934583eff4,2025-07-24T12:19:32.705516+00:00
Primee/PathFinder-Ship/Passenger-Bot/labelli/requirements.txt,documentation_or_visual_evidence,51,00ab6714cb7a94723356be62bd471533c973a5d2a9686254471fc7320a74def8,2025-05-30T20:01:21.878167+00:00
Primee/PathFinder-Ship/Passenger-Bot/labelli/test.json,dataset_or_tokenizer,394322,51d16461407f802948f2898d2e6ed76951bb1b22ead61cd702e12f4b06a89eaa,2025-05-25T18:19:16.464360+00:00
Primee/PathFinder-Ship/Passenger-Bot/NLP çalışmaları/Training/datasets.json,dataset_or_tokenizer,757035,3cbc89c1d239042ac631200d74e9b77cd219a46427746aa7f7b5f7b2c2e42a66,2025-05-12T10:17:27.380347+00:00
Primee/PathFinder-Ship/Passenger-Bot/NLP çalışmaları/Training/Datasets/create datasets with AI/chat/belirli aralık.png,documentation_or_visual_evidence,66162,0f40f809c1babae26425aab748c1439e3cb01cdc11021887c375b17dc0d565c4,2025-05-10T20:07:30.701717+00:00
Primee/PathFinder-Ship/Passenger-Bot/NLP çalışmaları/Training/Datasets/create datasets with AI/chat/dialogs.py,training_or_test_code,739,b994ead3fea9dbdd83548f246442415fc88418adcec488bcf1323d863bf65549,2025-05-11T08:14:28.901845+00:00
Primee/PathFinder-Ship/Passenger-Bot/NLP çalışmaları/Training/Datasets/create datasets with AI/chat/dialogs.txt,documentation_or_visual_evidence,243904,9b97c25f0dc3dfd1c4a8b01166713b1c26b09735048a2bb5431cd9ee57c3d5e2,2025-05-10T19:53:50.397637+00:00
Primee/PathFinder-Ship/Passenger-Bot/NLP çalışmaları/Training/Datasets/create datasets with AI/chat/Intent.json,dataset_or_tokenizer,69866,49ce408584b1ec82c4d67ae05d16186c5703a695eedf1bdd516f52de4f020bcc,2025-05-10T20:29:24.518273+00:00
Primee/PathFinder-Ship/Passenger-Bot/NLP çalışmaları/Training/Datasets/create datasets with AI/chat/not.txt,documentation_or_visual_evidence,107,bc19a347c8b08d7c542fd691d3aadd80b8620e012a0674fb384c03fd49f2684d,2025-05-10T20:38:24.714361+00:00
Primee/PathFinder-Ship/Passenger-Bot/NLP çalışmaları/Training/Datasets/create datasets with AI/chat/Tüm dosyayı doldurmak için.png,documentation_or_visual_evidence,60925,0477fca7936401277eb1087e6eb9590fcebae2ec94e186404e1bbd8a9b199428,2025-05-10T20:07:07.050133+00:00
Primee/PathFinder-Ship/Passenger-Bot/NLP çalışmaları/Training/Datasets/create datasets with AI/entities/Cümleler/close camera.txt,documentation_or_visual_evidence,3619,f20710ff8716f48ee5747ac0ea7eaee4197308dd9d1cb49ef4f825251b6642d7,2025-05-10T17:52:27.094040+00:00
Primee/PathFinder-Ship/Passenger-Bot/NLP çalışmaları/Training/Datasets/create datasets with AI/entities/Cümleler/detect object.txt,documentation_or_visual_evidence,3488,c801d05a22da0dfa4c029f1a96591f17a8dd6631b18afd5d73ca9353b3d76b54,2025-07-23T13:45:13.567501+00:00
Primee/PathFinder-Ship/Passenger-Bot/NLP çalışmaları/Training/Datasets/create datasets with AI/entities/Cümleler/open camera and take photo and detect object.txt,documentation_or_visual_evidence,3930,68341654345907762116347ae00f06fa00bf2d235d9f4a24b60a60d04ca8ce1e,2025-05-10T18:21:21.789362+00:00
Primee/PathFinder-Ship/Passenger-Bot/NLP çalışmaları/Training/Datasets/create datasets with AI/entities/Cümleler/open camera and take photo.txt,documentation_or_visual_evidence,3815,e4559b7e36fd575a9ddd633033e577aeb869a2b4bc7f657a9c80cadda0899f04,2025-05-10T18:01:18.027387+00:00
Primee/PathFinder-Ship/Passenger-Bot/NLP çalışmaları/Training/Datasets/create datasets with AI/entities/Cümleler/open camera.txt,documentation_or_visual_evidence,5493,b4aa24c443247f7904c87aba6819144e9fc7c0b0daf2c602fffa1bce730b7370,2025-05-10T17:11:27.318991+00:00
Primee/PathFinder-Ship/Passenger-Bot/NLP çalışmaları/Training/Datasets/create datasets with AI/entities/Cümleler/take photo and close camera.txt,documentation_or_visual_evidence,3625,793d5d5c42eb852be51672c389bc61fe340620366a55ee77786a2f7e622a50f6,2025-05-10T18:18:45.508667+00:00
Primee/PathFinder-Ship/Passenger-Bot/NLP çalışmaları/Training/Datasets/create datasets with AI/entities/Cümleler/take photo and detect object.txt,documentation_or_visual_evidence,3860,72ad3cfc64501c7560182b7b1c1af1277fcde1aba5b2fcda39ffcfb60fe41b88,2025-05-10T18:07:18.339790+00:00
Primee/PathFinder-Ship/Passenger-Bot/NLP çalışmaları/Training/Datasets/create datasets with AI/entities/Cümleler/take photo.txt,documentation_or_visual_evidence,4728,1472409df0c0d829641703f54a4990f3928006fc2a4505dc52867ecd6663724a,2025-05-10T17:48:51.632547+00:00
Primee/PathFinder-Ship/Passenger-Bot/NLP çalışmaları/Training/Datasets/create datasets with AI/entities/etiket veri seti açıklaması.csv,dataset_or_tokenizer,372424,92aff97622b72c5a0453961789110cbf3b23f52788bcc05300f4e89eb2d89928,2025-05-11T17:20:43.170911+00:00
Primee/PathFinder-Ship/Passenger-Bot/NLP çalışmaları/Training/Datasets/create datasets with AI/entities/EXPLANATİON.txt,documentation_or_visual_evidence,1662,fc2c20518370931a21fa3be3897a5a9b8dbff24313604689b65d72fdfa9963b5,2025-05-10T19:26:58.929478+00:00
Primee/PathFinder-Ship/Passenger-Bot/NLP çalışmaları/Training/Datasets/create datasets with AI/entities/prompts.txt,documentation_or_visual_evidence,1471,aaec5abd3e91dba4a526dd2907db388f45efd0b2a4198f9dd1c8fc2f0817f530,2025-05-10T16:48:33.529028+00:00
Primee/PathFinder-Ship/Passenger-Bot/NLP çalışmaları/Training/Datasets/not.txt,documentation_or_visual_evidence,111,8e6a0e8ce604c0968c4ccffc44ecd1cb3e580340a88d605c79265c987a39b90f,2025-05-10T22:11:20.768591+00:00
Primee/PathFinder-Ship/Passenger-Bot/NLP çalışmaları/Training/Datasets/passenger_command.csv,dataset_or_tokenizer,1046,6e4723137670fd4875aee25e6de0a4964a7cceea3dd0b2076e8e87668c5cdf34,2025-05-11T18:55:07.268102+00:00
