relative_path,category,size_bytes,sha256,modified_utc
Primee/LLM Datasets/dataset_MiniLM-L6/open_camera.jsonl,dataset_or_tokenizer,97254,5ddac63fc2b53f74c9ddf9c4f2a71a79b01116c2b78771f9be327fdab3ee4637,2025-09-11T20:26:58.716755+00:00
Primee/LLM Datasets/dataset_MiniLM-L6/take_photo.jsonl,dataset_or_tokenizer,106818,8810b13401e92f71f0d77c9c4610fd3fd85e43cd54d6fcf999b3da5e2bfe7402,2025-09-11T20:29:22.275551+00:00
Primee/LLM Datasets/ddd.py,training_or_test_code,5336,e80b723813803fdeb64b67fdbea089155ccdea4048145a25e9099b1b29c52151,2025-08-08T13:14:46.316770+00:00
Primee/LLM Datasets/deepseek_python_20250805_9be091.py,training_or_test_code,3769,13715092a9a30e9b8e75d7e6457b6f5b90485592c185be3b7d5abd18a602e218,2025-08-05T14:36:39.309227+00:00
Primee/LLM Datasets/Eski kullanılan veri dosyaları/passenger_bot_dataset_rag_yok.json,dataset_or_tokenizer,2599200,48baa144e66ba4d72fb203fba447b1df45fc077c4122b2d6a8bbfe7b12105f2a,2025-07-23T10:53:24.996057+00:00
Primee/LLM Datasets/Etiket veri seti hazırlama/close camera/close_camera_commands.json,dataset_or_tokenizer,2096795,a4ef4362066a0c54186efcfebc3f835456a231c09c5ed43d120134dcce4b074b,2025-07-23T14:51:56.155553+00:00
Primee/LLM Datasets/Etiket veri seti hazırlama/close camera/command_only_one.py,training_or_test_code,5886,8efdbc9897079f91a6b319b4a7804fa3745c2d868a5408d67d531e90f6093bd7,2025-07-23T14:51:53.691910+00:00
Primee/LLM Datasets/Etiket veri seti hazırlama/close camera/mevcut_close.txt,documentation_or_visual_evidence,3607,c47f83f36f595c575af567daaa866e2ecad9cff32c410bd43cf989503c56c539,2025-07-23T13:37:27.930515+00:00
Primee/LLM Datasets/Etiket veri seti hazırlama/close camera/objects_close.txt,documentation_or_visual_evidence,3616,f62e7f4e914c0f1e152b879e0d65a2b213675541eb8d66dccdc5a1263830b68f,2025-07-23T13:25:59.690234+00:00
Primee/LLM Datasets/Etiket veri seti hazırlama/close camera/response_close.txt,documentation_or_visual_evidence,4998,1c9387cac4289b5fb8d7b057d00e6840fd846cc880388dbd0deaf385f4a64e4b,2025-07-23T13:21:05.759835+00:00
Primee/LLM Datasets/Etiket veri seti hazırlama/close camera/templates_close.txt,documentation_or_visual_evidence,6769,b62a86d091e6e74bc6cf8d183f5469926f648edcd00ea3ad6357624a4ebd5de5,2025-07-23T13:22:39.637619+00:00
Primee/LLM Datasets/Etiket veri seti hazırlama/close camera/verbs_close.txt,documentation_or_visual_evidence,3117,9ce250cffa679c2e87eb6d971abd78c4e15c5bc201d06c868a14e31ebabddc85,2025-07-23T13:35:09.970432+00:00
Primee/LLM Datasets/Etiket veri seti hazırlama/Detect/command_only_one.py,training_or_test_code,6034,9d02e488c04be3745d4e5ae9671d9e1efcd5aa13bc0ccbc2cc09b92e2e43a61b,2025-07-23T14:52:47.268079+00:00
Primee/LLM Datasets/Etiket veri seti hazırlama/Detect/detect_commands.json,dataset_or_tokenizer,2068132,976fe02b88ab65c8d89a6646e20dc9448938e3d8b47c20b63927ef7b33be2c2a,2025-07-23T14:52:50.382033+00:00
Primee/LLM Datasets/Etiket veri seti hazırlama/Detect/mevcut_detect.txt,documentation_or_visual_evidence,3488,c801d05a22da0dfa4c029f1a96591f17a8dd6631b18afd5d73ca9353b3d76b54,2025-07-23T13:45:13.567501+00:00
Primee/LLM Datasets/Etiket veri seti hazırlama/Detect/objects_detect.txt,documentation_or_visual_evidence,2226,f9dfae3ecb72d6ef994e413b03ef5b568d5726737eac2338cd236120d28b95a8,2025-07-23T14:32:51.704727+00:00
Primee/LLM Datasets/Etiket veri seti hazırlama/Detect/response_detect.txt,documentation_or_visual_evidence,23621,70d80e6df1c84576683ab63497af3ab96b3c40de03d3fcbdb97d37a05c45c8ee,2025-07-23T13:47:34.628356+00:00
Primee/LLM Datasets/Etiket veri seti hazırlama/Detect/templates_detect.txt,documentation_or_visual_evidence,6859,95a7cdf795b9037daf27839b34a4bd799fa30e4635c164d9625180df827fc9d0,2025-07-23T13:49:54.502982+00:00
Primee/LLM Datasets/Etiket veri seti hazırlama/Detect/verbs_detect.txt,documentation_or_visual_evidence,2539,507a580501a147d0d3afb8758846e7d5a9431661be431b26110de7f2f683072b,2025-07-23T14:29:37.938454+00:00
Primee/LLM Datasets/Etiket veri seti hazırlama/diğer yöntem/command.py,training_or_test_code,2827,a2153aac4eaec539a82f3974b440148264699dfdc23324197dfd92f4aa1d666d,2025-07-22T15:40:34.841287+00:00
Primee/LLM Datasets/Etiket veri seti hazırlama/README.txt,documentation_or_visual_evidence,611,b20535689c3b4c51cc3a522a5165cb3bb2417b4123b22b95eb94ed86ab932ac8,2025-07-23T14:59:33.971773+00:00
Primee/LLM Datasets/Etiket veri seti hazırlama/take photo/command_only_one.py,training_or_test_code,5698,54aa682a10fc0f70d4819fd49eda6d8b6550bde87b5d18b4c41e16efa8a1ef36,2025-07-23T14:54:52.872204+00:00
Primee/LLM Datasets/Etiket veri seti hazırlama/take photo/mevcut_take.txt,documentation_or_visual_evidence,4688,e3b7b74e3fe16324e7a18adee83a71604b2fb21c226cba71e56705190b5b4042,2025-07-23T12:10:25.139361+00:00
Primee/LLM Datasets/Etiket veri seti hazırlama/take photo/objects_take.txt,documentation_or_visual_evidence,2057,38dce9bc098441a70858faba5cdb920669ac2917708967076c1f1acdd9f93d21,2025-07-23T12:21:15.474029+00:00
Primee/LLM Datasets/Etiket veri seti hazırlama/take photo/response_take.txt,documentation_or_visual_evidence,12699,d12472492d86168827656f0b3839f9261872ce2f64a0ca03fa03a8632ad6d425,2025-07-23T12:26:12.019135+00:00
Primee/LLM Datasets/Etiket veri seti hazırlama/take photo/take_photo_commands.json,dataset_or_tokenizer,1958642,308960383ae0ee35ad485c0622db2e91249a2c194a4bc973133ed1cac2b73421,2025-07-23T14:55:03.297862+00:00
Primee/LLM Datasets/Etiket veri seti hazırlama/take photo/templates_take.txt,documentation_or_visual_evidence,6498,2aa2aba3378c83a122e7707d05f7a4deb04859b75898fc2bbf86d8b04875090b,2025-07-23T12:31:04.457660+00:00
Primee/LLM Datasets/Etiket veri seti hazırlama/take photo/verbs_take.txt,documentation_or_visual_evidence,2739,25e82d390c076c2cc07b0246d8b22af22ea992d684ef955a7c784c90c8f97087,2025-07-23T12:35:56.470155+00:00
Primee/LLM Datasets/Etiket veri seti hazırlama/Örnek/command_only_one.py,training_or_test_code,5945,96df8934d41d3a2d051264d3e868c7edcd9777d830db7c5674211d994f3ad037,2025-07-22T17:09:46.502600+00:00
Primee/LLM Datasets/Etiket veri seti hazırlama/Örnek/mevcut_open.txt,documentation_or_visual_evidence,5481,5e6644e26968e5bb6eacc252cf5c4f45a9fe03afd1ac3bedb5cbc4ae58a85116,2025-07-23T12:10:44.825896+00:00
Primee/LLM Datasets/Etiket veri seti hazırlama/Örnek/NEW0pen_camera_commands.json,dataset_or_tokenizer,2080268,75a55008261d0720f1c96e848f5c80bb3bc56a5432d86593b5a36d323032c75a,2025-07-22T17:09:54.511615+00:00
Primee/LLM Datasets/Etiket veri seti hazırlama/Örnek/objects_open.txt,documentation_or_visual_evidence,3853,2cfcb5f7e0a0397bf9782761dda770c8f3bbb6078eb0d421ee844c7c73bf6dd9,2025-07-22T16:26:47.548684+00:00
Primee/LLM Datasets/Etiket veri seti hazırlama/Örnek/response_open.txt,documentation_or_visual_evidence,3456,e5d5c6c3afbabb285a805f0c2a95cef9e356753c50d3bab6b501e50813e374b1,2025-07-22T16:27:40.338457+00:00
Primee/LLM Datasets/Etiket veri seti hazırlama/Örnek/templates_open.txt,documentation_or_visual_evidence,4822,77bd34b89778db387d011eb7fc334cedfa80fb98c11ee020250ee9738028ee0f,2025-07-22T16:27:10.090447+00:00
Primee/LLM Datasets/Etiket veri seti hazırlama/Örnek/verbs_open.txt,documentation_or_visual_evidence,3120,87d512b486798d91c33035d74e8885d25929b50d1ff19c357d041e1a60cc999d,2025-07-22T16:26:34.565602+00:00
Primee/LLM Datasets/Free Chat Daily/daily.py,training_or_test_code,1168,99d45b6f01084eb8beefb09ad3076c02e19ab214dee212c676f5a05878d5eb36,2025-07-21T22:09:54.308183+00:00
Primee/LLM Datasets/Free Chat Daily/dailychat_test.json,dataset_or_tokenizer,1176922,e7a652c513140c2363905efcd3521b3607eac66e2a25e512aaeee2d2ac26afbd,2025-07-21T22:10:25.600411+00:00
Primee/LLM Datasets/Free Chat Daily/dailychat_train_kullanıldı.json,dataset_or_tokenizer,13147500,5b2d59754aecdd8cbd5b09e23aa8d9e8851a9a9651b618b3252b4e8ddac69c31,2025-07-22T18:15:12.957562+00:00
Primee/LLM Datasets/Free Chat Daily/dailychat_valid.json,dataset_or_tokenizer,1218197,35903f589feb70cd75f7a1af5fe59ff7e16009711aef8c435e650e4e8d77c18f,2025-07-21T22:10:25.578641+00:00
Primee/LLM Datasets/Free Chat Daily/turn_free_chat.py,training_or_test_code,582,f188955b02702531ae122b2703d0a082091e2b662ca4c91045bad2e54e44cd9b,2025-07-23T11:32:47.174819+00:00
Primee/LLM Datasets/Free Chat Daily/turn_kullanıldı.json,dataset_or_tokenizer,14896701,27621b12a81d13b7d5b37676ee60489a0ecffeb14f9db990d05133591b0b4496,2025-07-23T11:32:49.580530+00:00
Primee/LLM Datasets/hotpotqa_converted_kullanılmadı.json,dataset_or_tokenizer,19789308,229a4da9b2ccfc3053aeb716746f51ee1c7c16d544241b53eb0b23b6442005f0,2025-07-21T20:15:13.491749+00:00
Primee/LLM Datasets/kısa_rag_cevapları_output.jsonl,dataset_or_tokenizer,43853001,07deabfde53696fd4401c2b4bf7ec0756549e77c578588367d22d00cb59aa025,2025-08-05T17:44:36.478465+00:00
Primee/LLM Datasets/mix_chat_50k.jsonl,dataset_or_tokenizer,60996123,7e91b8f4410f18cd6397240f82a05e926ff93c31da88b1c6a2e90c4938491000,2025-08-13T13:57:41.360226+00:00
Primee/LLM Datasets/oasst_chat_clean_512.jsonl,dataset_or_tokenizer,8551623,2875f86a646a1a3c046a3349a9d78c3e69028cb02dc337c4cb5907321cac94b7,2025-08-13T13:34:53.170073+00:00
Primee/LLM Datasets/open_camerakullanılmadı.json,dataset_or_tokenizer,1205478,129aeaacfe201eb7d68ae6af278dcf4118cccee9a3233f85177aca3973339400,2025-07-22T16:24:18.765027+00:00
Primee/LLM Datasets/openassistant_chat.jsonl,dataset_or_tokenizer,9847931,8d8ae0133b6583577c43a27285914aeece133588fb70114f38b5317a65bb77f2,2025-08-05T16:05:16.357653+00:00
Primee/LLM Datasets/PASSENGER_BOT_DATA.json,dataset_or_tokenizer,111484847,ef04bfa2085a6ec882b2d54ee161bdf457d0ba25b5ce5d6d9013ff5fde008ddb,2025-08-01T14:28:05.606295+00:00
Primee/LLM Datasets/passenger_chat_rag_large.jsonl,dataset_or_tokenizer,83445588,cc9d2abae17f0d0c9909b504e102c3d144b0b7631f2dcf5e895cd0c52c9670db,2025-08-05T18:11:21.898744+00:00
Primee/LLM Datasets/qa_veri.py,training_or_test_code,6356,4cdde9ac6bbfd6958c12716dcbea09454ef7cd01f2e9e4f7bdaf18c644873491,2025-08-08T16:07:38.237985+00:00
Primee/LLM Datasets/ultrachat_chat.jsonl,dataset_or_tokenizer,235558381,577c3863a1b445dd32236e543dd736d2caf89453b2328a85f86f384d1190812c,2025-08-13T00:36:06.773577+00:00
Primee/LLM Datasets/yedek.jsonl,dataset_or_tokenizer,101456148,9c3d527eeda98efad323f75856048f721372487bd4065e4b7848ed801ab6030b,2025-08-10T17:49:04.674710+00:00
Primee/Models/1.2x chat/1.2x chat kullanıldı L40S 48 GB VRAM.ipynb,training_or_test_code,51875,f8edcd92c6294f125aef85f3b772815affb54a750a2d9fd93a632467ad5674e9,2025-08-13T01:33:33.888231+00:00
Primee/Models/1.2x chat/1.3x chat kullanıldı L40S 48 GB VRAM.ipynb,training_or_test_code,79438,8309894bab5f96aec8929befda1e5178563bb14fc0d70c35ce52c83090030004,2025-08-13T05:38:31.168654+00:00
Primee/Models/1.2x chat/1485/adapter_config.json,configuration_or_metric,900,ee6c0f388babe85f7253486cd0adc4812243437cb797fdd3a5810f886a9afa9e,2025-08-13T05:38:52.366541+00:00
Primee/Models/1.2x chat/1485/adapter_model.safetensors,model_artifact,73262464,34314db2642223c1e262bfc920bf8d6b06919abf0545e3b7065d2c74c42c5ac3,2025-08-13T05:39:47.283664+00:00
Primee/Models/1.2x chat/1485/optimizer.pt,training_resume_state,147004867,28d059ffd0cd5f8ff2cb5adbce8f41b646fa88c9c9d9cdaf91b873900e432be7,2025-08-13T05:40:50.328572+00:00
Primee/Models/1.2x chat/1485/README.md,documentation_or_visual_evidence,5164,33fda34dd7363a345997b8f7e9d885beeb530f1d0a0ecb744d423b06531fa94b,2025-08-13T05:40:21.669054+00:00
Primee/Models/1.2x chat/1485/rng_state.pth,training_resume_state,14645,3b37188b8d35f75b31ef4601159cde1bacc0cbc246fa56402ff337430057e4f5,2025-08-13T05:40:28.154850+00:00
Primee/Models/1.2x chat/1485/scheduler.pt,training_resume_state,1465,1956c54554e77e3cb1965fecde4a381b67720cb6716f5dbb0dd9e93117fc0f3e,2025-08-13T05:40:33.848364+00:00
Primee/Models/1.2x chat/1485/special_tokens_map.json,dataset_or_tokenizer,2543,7a1985a994c41886db38c719d2a3d2f40606663cc19d7c5d6a85d349320e06d2,2025-08-13T05:40:39.439896+00:00
Primee/Models/1.2x chat/1485/tokenizer.json,dataset_or_tokenizer,2422332,8c3804f01b141a4f28649b2ff899f7eb3bedad28fd898f8c38b7dbc70db700bf,2025-08-13T05:40:56.176131+00:00
Primee/Models/1.2x chat/1485/tokenizer_config.json,dataset_or_tokenizer,20830,26c1243c486c113e7017520b95ef2e82a7fc64d2b79f857759b4d51de0fb8b70,2025-08-13T05:40:44.932894+00:00
Primee/Models/1.2x chat/1485/trainer_state.json,configuration_or_metric,6680,d2b1f3b812bb71921ee6560c4841731946e3b28ae5f7d8dcff769022790f1a29,2025-08-13T05:41:03.190112+00:00
Primee/Models/1.2x chat/1485/training_args.bin,training_resume_state,5905,bccae7798867151a927d9272629d76d208ce58a2e3068b348c174a9fdf1d9cc1,2025-08-13T05:41:08.940584+00:00
Primee/Models/1.2x chat/1980/adapter_config.json,configuration_or_metric,900,ee6c0f388babe85f7253486cd0adc4812243437cb797fdd3a5810f886a9afa9e,2025-08-13T05:35:38.449598+00:00
Primee/Models/1.2x chat/1980/adapter_model.safetensors,model_artifact,73262464,2235e9578b76bd36d7224e2136a1985dbec3d7c995859748ab5929552cd09562,2025-08-13T05:36:20.058486+00:00
Primee/Models/1.2x chat/1980/optimizer.pt,training_resume_state,147004867,2b1813b0d4ea43f095563d7d8ae7b214d0fb42a4d8cf780e7bf462be3f5c99fd,2025-08-13T05:37:43.385779+00:00
Primee/Models/1.2x chat/1980/README.md,documentation_or_visual_evidence,5164,33fda34dd7363a345997b8f7e9d885beeb530f1d0a0ecb744d423b06531fa94b,2025-08-13T05:37:12.446739+00:00
Primee/Models/1.2x chat/1980/rng_state.pth,training_resume_state,14645,e9e8902d9fa7c15ca2568b35a67cc588108108325f426a23cf2b229a5ccb36b1,2025-08-13T05:37:18.496040+00:00
Primee/Models/1.2x chat/1980/scheduler.pt,training_resume_state,1465,d56714ef97f7af117622a66f56ccaa4b75fb574a36dafce143d05bec065eebc3,2025-08-13T05:37:26.274625+00:00
Primee/Models/1.2x chat/1980/special_tokens_map.json,dataset_or_tokenizer,2543,7a1985a994c41886db38c719d2a3d2f40606663cc19d7c5d6a85d349320e06d2,2025-08-13T05:37:32.899120+00:00
Primee/Models/1.2x chat/1980/tokenizer.json,dataset_or_tokenizer,2422332,8c3804f01b141a4f28649b2ff899f7eb3bedad28fd898f8c38b7dbc70db700bf,2025-08-13T05:38:11.240436+00:00
Primee/Models/1.2x chat/1980/tokenizer_config.json,dataset_or_tokenizer,20830,26c1243c486c113e7017520b95ef2e82a7fc64d2b79f857759b4d51de0fb8b70,2025-08-13T05:37:38.148263+00:00
Primee/Models/1.2x chat/1980/trainer_state.json,configuration_or_metric,8654,d22f38ad1917262b1e13cd8a090c634c229836f177fa66cd0049935aca795181,2025-08-13T05:38:17.443429+00:00
Primee/Models/1.2x chat/1980/training_args.bin,training_resume_state,5905,bccae7798867151a927d9272629d76d208ce58a2e3068b348c174a9fdf1d9cc1,2025-08-13T05:38:22.229517+00:00
Primee/Models/1.2x chat/checkpoint_to_lora.py,training_or_test_code,781,e2001b1aa61c2b8529b0abec8f20561007920edd820b1e16da76f53d1d7c04c7,2025-08-13T06:32:51.126932+00:00
Primee/Models/1.2x chat/Lora_1485/adapter_config.json,configuration_or_metric,941,40a2a4fff925e2c930b14ccf809039edcad8d5993bf2a455f884f856fc8a4b84,2025-08-13T06:32:55.339646+00:00
Primee/Models/1.2x chat/Lora_1485/adapter_model.safetensors,model_artifact,73262464,34314db2642223c1e262bfc920bf8d6b06919abf0545e3b7065d2c74c42c5ac3,2025-08-13T06:32:55.339646+00:00
Primee/Models/1.2x chat/Lora_1485/README.md,documentation_or_visual_evidence,5164,33fda34dd7363a345997b8f7e9d885beeb530f1d0a0ecb744d423b06531fa94b,2025-08-13T06:32:54.672118+00:00
Primee/Models/1.2x chat/Lora_1485/special_tokens_map.json,dataset_or_tokenizer,2668,65d84a9271d68f1230ab99518c00f0f7eaef95c7b363001595ba6fa662d434b1,2025-08-13T06:32:55.355472+00:00
Primee/Models/1.2x chat/Lora_1485/tokenizer.json,dataset_or_tokenizer,2422234,4d4b21a8cc7c0407dafd8ac6215269cd05c8e49a521c3580479b567879526160,2025-08-13T06:32:55.355472+00:00
Primee/Models/1.2x chat/Lora_1485/tokenizer_config.json,dataset_or_tokenizer,21770,f0f4630efa94e1d9e93c877ecdf2e45a8b9685037f752eddf0611508425b967b,2025-08-13T06:32:55.355472+00:00
Primee/Models/1.2x chat/Lora_1980/adapter_config.json,configuration_or_metric,941,d3a783b578a9fbe9fcdf559974b050a12d29581bca246d018786963d35187b74,2025-08-13T06:03:36.334005+00:00
Primee/Models/1.2x chat/Lora_1980/adapter_model.safetensors,model_artifact,73262464,2235e9578b76bd36d7224e2136a1985dbec3d7c995859748ab5929552cd09562,2025-08-13T06:03:36.334005+00:00
Primee/Models/1.2x chat/Lora_1980/README.md,documentation_or_visual_evidence,5164,33fda34dd7363a345997b8f7e9d885beeb530f1d0a0ecb744d423b06531fa94b,2025-08-13T06:03:35.667976+00:00
Primee/Models/1.2x chat/Lora_1980/sonuçlar/metrics hesaplama.ipynb,training_or_test_code,19409,d112be77f8780655da9ddf0981b44ab21544e0a2ec7773dc409db43979215713,2025-08-13T18:43:25.763031+00:00
Primee/Models/1.2x chat/Lora_1980/special_tokens_map.json,dataset_or_tokenizer,2668,65d84a9271d68f1230ab99518c00f0f7eaef95c7b363001595ba6fa662d434b1,2025-08-13T06:03:36.334005+00:00
Primee/Models/1.2x chat/Lora_1980/tokenizer.json,dataset_or_tokenizer,2422234,4d4b21a8cc7c0407dafd8ac6215269cd05c8e49a521c3580479b567879526160,2025-08-13T06:03:36.349496+00:00
Primee/Models/1.2x chat/Lora_1980/tokenizer_config.json,dataset_or_tokenizer,21770,f0f4630efa94e1d9e93c877ecdf2e45a8b9685037f752eddf0611508425b967b,2025-08-13T06:03:36.334005+00:00
Primee/Models/1.2x chat/merged_1485/config.json,configuration_or_metric,806,7f5b49a8a1c0d2873b19e7db09fe694e4a785d371d381f0800b44d66d023e284,2025-08-13T06:32:56.370513+00:00
Primee/Models/1.2x chat/merged_1485/generation_config.json,dataset_or_tokenizer,149,8711ddd65c490af6114375eaf4dd103eaa422414e172ef12165df20eafbcdbdb,2025-08-13T06:32:56.370513+00:00
Primee/Models/1.2x chat/merged_1485/model.safetensors,model_artifact,1566368768,19ab94f15becc59fa38344e80525461d70d6ca7872586955c6da8e3a0e61cea6,2025-08-13T06:32:57.606425+00:00
Primee/Models/1.2x chat/merged_1485/special_tokens_map.json,dataset_or_tokenizer,2668,65d84a9271d68f1230ab99518c00f0f7eaef95c7b363001595ba6fa662d434b1,2025-08-13T06:32:57.707352+00:00
Primee/Models/1.2x chat/merged_1485/tokenizer.json,dataset_or_tokenizer,2422234,4d4b21a8cc7c0407dafd8ac6215269cd05c8e49a521c3580479b567879526160,2025-08-13T06:32:57.717525+00:00
Primee/Models/1.2x chat/merged_1485/tokenizer_config.json,dataset_or_tokenizer,21770,f0f4630efa94e1d9e93c877ecdf2e45a8b9685037f752eddf0611508425b967b,2025-08-13T06:32:57.707352+00:00
Primee/Models/1.2x chat/merged_1980/config.json,configuration_or_metric,806,7f5b49a8a1c0d2873b19e7db09fe694e4a785d371d381f0800b44d66d023e284,2025-08-13T06:03:37.649966+00:00
Primee/Models/1.2x chat/merged_1980/generation_config.json,dataset_or_tokenizer,149,8711ddd65c490af6114375eaf4dd103eaa422414e172ef12165df20eafbcdbdb,2025-08-13T06:03:37.650207+00:00
Primee/Models/1.2x chat/merged_1980/model.safetensors,model_artifact,1566368768,0aa37b08261b82efe389d7c3ee2038539b7a2ac662222d81963b3e1afafd79ae,2025-08-13T06:03:38.704181+00:00
Primee/Models/1.2x chat/merged_1980/special_tokens_map.json,dataset_or_tokenizer,2668,65d84a9271d68f1230ab99518c00f0f7eaef95c7b363001595ba6fa662d434b1,2025-08-13T06:03:38.819218+00:00
Primee/Models/1.2x chat/merged_1980/tokenizer.json,dataset_or_tokenizer,2422234,4d4b21a8cc7c0407dafd8ac6215269cd05c8e49a521c3580479b567879526160,2025-08-13T06:03:38.819218+00:00
Primee/Models/1.2x chat/merged_1980/tokenizer_config.json,dataset_or_tokenizer,21770,f0f4630efa94e1d9e93c877ecdf2e45a8b9685037f752eddf0611508425b967b,2025-08-13T06:03:38.819218+00:00
Primee/Models/1.2x chat/merged_no_tables_100k.jsonl,dataset_or_tokenizer,111048686,9bfbe2aa158ebc59dfa4b831ff006bcb550d3e158d7a1dca5510c94a6371c861,2025-08-13T01:12:43.443146+00:00
Primee/Models/1.2x chat/metrics hesaplama.ipynb,training_or_test_code,19352,e47297eb343cbd7966bc829e14dc336ae7cca242b4c0db0d5eaa81edd7d5303f,2025-08-13T21:19:14.297434+00:00
Primee/Models/1.2x chat/prompt açıklama.txt,documentation_or_visual_evidence,4833,6b3d636daa4b82cc7c12819ca8addbd0451f8b32a9477f78b2a0067251458b62,2025-08-12T22:09:49.760767+00:00
Primee/Models/1.2x chat/README.txt,documentation_or_visual_evidence,581,0bb9deebf55275cc237933056cb535a97fd60b6df46fb6dce3010b30ed802cd6,2025-09-07T16:51:58.222658+00:00
Primee/Models/1.2x chat/validation_5K_merged.jsonl,dataset_or_tokenizer,5522615,414bf7a52213ab6074d0432afc35dbaf73e7afa16d28ca51db5e1241b7e32bef,2025-08-13T11:02:10.661981+00:00
Primee/Models/2x rag/2x rag kullanıldı L40S 48 GB VRAM .ipynb,training_or_test_code,29657,6fe78e315e65783e68c0e0cd0ba3c35310bc2e6d79bfa2874e2118e4986b748a,2025-08-12T14:49:22.480170+00:00
Primee/Models/2x rag/checkpoint_1320/adapter_config.json,configuration_or_metric,900,00c0c7cdb619cdce2ce112743223ebef488f5bb7440efd74375acee5f92a9af1,2025-08-12T14:23:39.853684+00:00
Primee/Models/2x rag/checkpoint_1320/adapter_model.safetensors,model_artifact,73262464,c511de89369b2f7454c6cf6a7d30e061ec49aeffb865a445ec03ca667139786f,2025-08-12T14:25:48.930663+00:00
Primee/Models/2x rag/checkpoint_1320/optimizer.pt,training_resume_state,147004867,409bffa274f8b6168ba9be248da33494689cebc7bdea4a78c76e33bd3694b36f,2025-08-12T14:27:50.963669+00:00
Primee/Models/2x rag/checkpoint_1320/README.md,documentation_or_visual_evidence,5164,33fda34dd7363a345997b8f7e9d885beeb530f1d0a0ecb744d423b06531fa94b,2025-08-12T14:26:30.707591+00:00
Primee/Models/2x rag/checkpoint_1320/rng_state.pth,training_resume_state,14645,66c9bf655e1e17aaafebf5a74a2be1734374c1b2d8fd4153f381831981e1f7af,2025-08-12T14:26:35.104403+00:00
Primee/Models/2x rag/checkpoint_1320/scheduler.pt,training_resume_state,1465,4febda160536d12eaa46b6d8064479f76d84d90834ae7494151566e2cc21f8ec,2025-08-12T14:26:39.415494+00:00
Primee/Models/2x rag/checkpoint_1320/special_tokens_map.json,dataset_or_tokenizer,2543,7a1985a994c41886db38c719d2a3d2f40606663cc19d7c5d6a85d349320e06d2,2025-08-12T14:26:45.346341+00:00
Primee/Models/2x rag/checkpoint_1320/tokenizer.json,dataset_or_tokenizer,2422234,4d4b21a8cc7c0407dafd8ac6215269cd05c8e49a521c3580479b567879526160,2025-08-12T14:26:56.144517+00:00
Primee/Models/2x rag/checkpoint_1320/tokenizer_config.json,dataset_or_tokenizer,20830,26c1243c486c113e7017520b95ef2e82a7fc64d2b79f857759b4d51de0fb8b70,2025-08-12T14:26:49.053952+00:00
Primee/Models/2x rag/checkpoint_1320/trainer_state.json,configuration_or_metric,6125,ed6d4855d2bfa45144618f3fbf18d5b12ef7dc5217d4b60990ea8508ed8ec5c0,2025-08-12T14:27:00.348629+00:00
Primee/Models/2x rag/checkpoint_1320/training_args.bin,training_resume_state,5905,1514b9b0f89748f01d285fcaf34255222662934ee5454c127cd24245033c80f8,2025-08-12T14:27:04.658690+00:00
Primee/Models/2x rag/data52.jsonl,dataset_or_tokenizer,103155693,9867070f119386b9e6df7a6a735f62a4bb2e7c2db05913289b4b46603186603a,2025-08-11T18:18:31.565402+00:00
Primee/Models/2x rag/lora adaptor/adapter_config.json,configuration_or_metric,900,00c0c7cdb619cdce2ce112743223ebef488f5bb7440efd74375acee5f92a9af1,2025-08-12T14:21:12.045574+00:00
Primee/Models/2x rag/lora adaptor/adapter_model.safetensors,model_artifact,73262464,c511de89369b2f7454c6cf6a7d30e061ec49aeffb865a445ec03ca667139786f,2025-08-12T14:22:08.387511+00:00
Primee/Models/2x rag/lora adaptor/README.md,documentation_or_visual_evidence,5164,33fda34dd7363a345997b8f7e9d885beeb530f1d0a0ecb744d423b06531fa94b,2025-08-12T14:21:54.416637+00:00
Primee/Models/2x rag/merge lora/config.json,configuration_or_metric,773,c7d6d813110e10bb019975809c709f4eadd89046bbcd17062cebadca649e7be3,2025-08-12T14:22:17.328209+00:00
Primee/Models/2x rag/merge lora/generation_config.json,dataset_or_tokenizer,142,2399de351a196b2b6df3dea3adb04ea9fa399de733c4b5b5e9aaeba7807e2279,2025-08-12T14:22:25.117207+00:00
Primee/Models/2x rag/merge lora/model.safetensors,model_artifact,3132668808,2f7901010f11385c8d57b560968b6c494b9db367303987e5feb9857f5600d7f2,2025-08-12T14:38:45.112278+00:00
Primee/Models/2x rag/metrics hesaplama.ipynb,training_or_test_code,19409,d112be77f8780655da9ddf0981b44ab21544e0a2ec7773dc409db43979215713,2025-08-13T18:43:25.763031+00:00
Primee/Models/2x rag/README.txt,documentation_or_visual_evidence,626,3a4b14aa17ea89192f2e1422fc173469e4c0aaeab0798ebd71965e7aa0345b81,2025-08-13T01:31:06.959137+00:00
Primee/Models/2x rag/validation.jsonl,dataset_or_tokenizer,5144914,af82a567404fb0d5725c9209f1de0fa5f60423f6b0e4d3c17aff8b52b936721e,2025-08-13T01:16:04.570116+00:00
Primee/Models/kötü/adapter_model.safetensors,model_artifact,18915328,d5fab55b4c8751019039c756065338d842ff591f961112ee746bc31b72d8aec5,2025-08-10T18:59:29.602194+00:00
Primee/Models/kötü/metric/metrics_full.json,configuration_or_metric,323,c2efbc07324a946f4cc4d1f051987abe984ab5188d7a6b157a08a2c74e0ccec7,2025-08-10T23:31:13.185732+00:00
